,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment,Length,Number of Words,Grammar Matches
52,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"I was pleasantly surprised by these! After having a more expensive pair break, I decided to use these while I saved for more expensive ones.... but I don't plan to buy anything else now! The sound quality of these earbuds is far superior to any other earbuds I've used. The noise canceling is great, I honestly need to take one out to hear people. Charging seems to hold well, but I typically wear one and charge the other then vice-versa. Very, very happy I decided to buy these on a whim!","September 15, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9838,490,91,2
53,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Bottom line- if your looking for a pair of earphones that are around $20. These are the best. I’ve had no issues with them syncing or connecting. Used while working out in a gym and running. I used to have a pair similar and these just feel more well made. Very impressed with this product. Highly recommend. They aren’t designed to really be noise cancelling but they are great for running. I specifically didn’t want the ones that were designed to cancel noise because of that. Again great product!!!,"September 17, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9544,502,89,4
54,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,For the price these are great! They tend to make my ears sore after about an hour and when I move my head I can hear the piece on the inside move like a light clicking. They are noise cancelling and are waterproof. Does have excellent sound quality am very impressed with these minus the 2 things I’ve already said.,"September 20, 2022",United States 🇺🇸,B09LCVHCVX,5,0.893,315,60,1
55,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"LOVE how cute these are, I got the pink and have gotten so many compliments! Really great buy for the price, work very well, block out noise and the battery life is great!","October 16, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9661,171,33,0
56,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Absolutely love. Finally found some ear buds that will stay in my ear. Only had for a week. But very pleased. Clear sound. Was Easy to connect.,"October 17, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9255,143,27,1
57,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These headphones work just fine. They have enough battery life for what I need to use them for. They can get a little uncomfortable after longer periods of wearing them,"October 5, 2022",United States 🇺🇸,B09LCVHCVX,5,-0.1298,168,30,0
58,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These earbuds have some mixed reviews, some people love them and some people say they're complete garbage but it seems to have more positive reviews than anything so I went ahead and ordered a pair because hey, it's Amazon if I don't like them I can return them. I'm glad that I did order them however because for the price I paid for these they're amazing, I'll even say that these have better sound quality than a more expensive pair I have bought in the past. My only gripe about these is that the Bluetooth signal is kind of weak, I'm not sure if that is common with Wireless earbuds but if I put my phone in my back pocket and have my earbuds in sometimes the signal interrupts in one earbud or the other if I twist my body just right so I try to keep my phone in a front pocket if I can help it and it works just fine. It also works just fine if I have my phone laying nearby while I'm working out. The price and quality you get can't be beat, if your questioning yourself on ordering these just go ahead and do it, give them a try.","August 22, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9586,1038,205,6
59,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These look exactly like AirPods for about 10% of the cost!! I use them primarily for listening to music at the gym and they work well!! They fit pretty well in my ears, although they seem to slide out when I smile. I do have to adjust them pretty often, but that may just be me being fidgety. They’re not the best for phone conversations, as most callers can’t really hear me well, but most of my conversations on these have been “hey, can I call you back? I’m at the gym” so for a quick reply, they’re fine. The sound quality of the music is really good and the battery life seems good too! Love that they come with the case that you can put them in when not in use and they fit perfectly in my Fanny pack along with my keys and phone. Definitely worth the price. Just get them! :)","July 27, 2022",United States,B09LCVHCVX,5,0.9913,782,154,4
60,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"For the price with the 30% discount, these are gonna be hard to beat! They fit like original (wired) Apple earbuds. Sound is fine for both music and Netflix. Pairing and touch control work perfectly, haven’t tried them to make phone calls yet. Def recommended!","October 8, 2022",United States,B09LCVHCVX,1,0.9229,260,45,1
61,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Product look and feels nice, good sound. I like the matte case. I did not have any problems pairing with my phone. I only use it for sound though, as the mic is not as clear as when I use a wired headset or other bluetooth mic.","October 5, 2022",United States,B09LCVHCVX,4,0.806,227,47,2
62,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"This is a really good product. Great sound and battery life. Many features also but it keeps falling out of my ears. Other than that, it would be 5 stars.","October 2, 2022",United States,B09LCVHCVX,5,0.4364,154,30,1
63,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"While these doing cancel noise very well (I have Beats and they are much better for this), they are good enough for the price!","October 9, 2022",United States,B09LCVHCVX,5,0.7569,126,24,1
64,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,I lost my airpods and didn't want to spend a lot on a new pair so tried these out and literally they are the same thing! Love them and love the price!,"October 14, 2022",United States,B09LCVHCVX,4,0.8157,150,32,2
65,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Normally music in these type of headphones are flat. Not here they are quite impressive especially for the price. Auto paired to my phone no hassle. Let’s see how long they last.,"October 14, 2022",United States,B09LCVHCVX,4,0.3384,178,32,0
66,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I keep trying in-canal ANC earbuds with no success - I have tiny ear canals. Finally settled on these - they stay put and the sound is better than most earbuds. No ANC, but sound quality is good enough that I can still hear my podcast when I mow the lawn. Pairs easily with phone and battery life is good.","September 15, 2022",United States,B09LCVHCVX,5,0.9146,305,60,1
67,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I enjoy wearing them. I would definitely recommend them.A great price.,"October 15, 2022",United States,B09LCVHCVX,5,0.91,70,11,1
68,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Use them while we are cutting grass. Doesn’t drown out the mower. Always concerned they will fall out,"October 9, 2022",United States,B09LCVHCVX,4,-0.6369,101,18,0
69,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I bought these for work and was not expecting much. I’ve tried earbuds before but they hurt my ears or would fall out. These I don’t even feel them and they stay in. I can walk around the whole building and be away from my phone and no problem. They stay charged up for my entire shift, I charge them at night for the next day but have forgot and still had no problem the next day. My granddaughter wants a pair so definitely going to buy another set.","September 15, 2022",United States,B09LCVHCVX,5,-0.9295,451,89,3
70,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,I ordered these headphones for work. I’m a night shift healthcare worker who does a lot of running around the hospital (no patient interaction) delivering meds and needed something to kill the quiet and the loud beeps of different machines. The battery life is great. I use them my entire 12 hour shift without them dying. They don’t entirely block out the outside world but they do a pretty good job of it. Very happy with my purchase and would buy again.,"August 28, 2022",United States,B09LCVHCVX,1,0.9223,456,82,2
71,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These things are amazing for when I'm at work.They are so comfortable and I can wear them for hours which is rare as most earbuds hurt my ears quickly.,"October 15, 2022",United States,B09LCVHCVX,5,0.6556,151,29,2
72,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,I LIKED THE WAY MY MUSIC SOUNDS I HAVE BOUGHT YOUR PRODUCT TWICE ONCE AS A GIFT AND ONCE FOR ME THEY ARE GREAT!,"October 17, 2022",United States,B09LCVHCVX,4,0.8777,111,24,0
