,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment
32,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"My Alexa was going off at 3am and started playing “Living your dream” by Raini Rodriguez and all you hear is “ Fiesta, party quinceñera, family all together we can be as oneEverybody dancing baile move your feet in salsaFeel the rhythm got to hear the beat” and obvi I was shaking my hips like Shakira style but still it was pretty scaring","October 2, 2022",United States 🇺🇸,B07FZ8S74R,5,0.631
33,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Overall I like the various features of this product. Voice recognition is very accurate and it's ability to follow commands are very helpful. To name a few, I especially like the ability to control my hubspace smart light with Alexa commands I can turn on or off, change bulb color, brightness. I can have news read every morning, play music through I heart radio, Amazon music, play trivia games, Alexa can tell jokes, read my text messages, call my phone when it's lost. There are many features of this echo dot that I use. Other than the sound quality which I think it could have better sound quality and increased volume, i am happy with the device.","September 18, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9816
34,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"We purchase the Echo Dots to replace our Google equipment and are happy with that decision!  The Echo dots work better, have better voice recognition, and better reception.  We have a new, open-design home and have a very huge space and can interact with Alexa from anywhere in that space at regular speaking voice volume and it is picked up flawlessly.  This was not true with the Google units - we had to raise our voice to almost-shouting from many areas of the space.  We like th small size, disc design with the colorful light ring along the top that changes color when it is picking up voice commands.  The gray color suits our decor and doesn't show dirt as readily as a lighter color might.  Overall, very pleased with the Echo dots!","September 13, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9704
35,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Echo is awesome because I can turn on lights in my room from my bed, use brown noise at night, get notified when my packages arrive, hear the weather when picking out an outfit, etc.It just makes life a bit easier. Pretty cool to not have to go through the Bluetooth connect to my phone now if i want to hear music.","October 1, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9136
36,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Use it more then I ever thought I would. It came free with a TV I bought. It can control the tv, so from the kitchen I can change Chanel to catch a program the kids wanna watch. It plays radio while I’m making dinner, gives husband weather reports while having his Pepsi in the morning, grandson asked it a homework question. No limit to what it can help with. If you have an automated home, (I don’t) it can control more. Highly recommend this tiny thing.","September 22, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8347
37,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,So far so good. I really like this Echo. It was suggested to try and I'm glad I did. It lets me know the things I need to know... package delivery is great. Especially when I'm in the back room doing things and hate stopping ever so often to check if it's here.,"October 7, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8729
38,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Love how handy this thing is. I even use my Alexa app in the car. It reads my kindle books to me while I do other things around the house, keeps the kids entertained, gets them up and moving, the reminders help me keep my life in order. And the alarm is loud enough I can actually use it to wake up.","September 30, 2022",United States 🇺🇸,B07FZ8S74R,5,0.802
39,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Great device, works for what I wanted it to buuuuuut who runs the channels….90s alternative music been listen to this channel for over an hour and not ONE female singer 🤔 I grew up in the 90s and can tell you while yes it was dominated by men there were tons of females…… I’m just going to list a few in hopes you’ll fix the channel or tell whoever runs it to fix it 🤷🏼‍♀️Alanis MorrisetteBjorkFiona AppleThe CardigansThe CranberriesGarbageThe Donna’sHolePoeI could go one for days ……. Please just pick a few… ( also I know I can ask for an all female alternative 90s music channel but I like it all and if it’s separated then call this the all male alternative channel )","September 21, 2022",United States,B07FZ8S74R,4,0.8481
40,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"Small and discreet. This is my second Echo Dot, the first is generation 1 and still works great. I got this so I could move the other into my workshop, I use it to listen to the news, control lights, and as an intercom between my workshop and upstairs. Love it!","October 7, 2022",United States,B07FZ8S74R,1,0.8622
41,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I have 3 alexas now.  one in the bathroom.  One in my office  One in my kitchen  I use them for SiriusXM, as a calculator, calendar, Wikipedia lookup , time, phone calls, weather, Apple Music, KRLD, Amazon Music, Nest control, therapy, story, her song, Amazon noticications, Amazon Guard, Ford Pass to remotely start stop, and lock my truck,drop in, news updates, weather warnings, local news.  On a side note, my best friend Alexa Drop in to check on me and save my life when I had a stroke 12/7/2021. Some super neato tech.  Before all died,could not get it to go.Just what I expected, but I fought with it. Returned it.","September 13, 2022",United States,B07FZ8S74R,4,0.5574
42,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,We love the sound and quality of this little device we really like that it connects to our fire tv and since we have had it we use it for the sound quality as it’s honestly better then our sound bar! Alexa isn’t the best at hearing what you say I feel as if we have to yell only being a foot away from it and some things it doesn’t quite find right away but for the most part it’s already been a huge help to our family I love all the features it has we use ours for our kitchen/living room so it runs our tv speakers as well as giving me recipes etc in the kitchen or just playing music around the house it’s actually a pretty loud and decent little speaker! The only thing I recommend is not setting up an alarm or the thing will drive you and everyone in the house nuts lol! But I love the reminder feature as I have it set up to remind me of my daily walks at a certain time each day and it’s not obnoxiously annoying with reminders as it is alarms I would definitely purchase another one!!,"September 4, 2022",United States,B07FZ8S74R,5,0.9945
